"Source","DateOfIssue","Country","Latitude","Longitude","NewCases","NewDeaths","TotalCases","TotalDeaths","CFR"
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-14-23.pdf","45026","Liberia",6.4095506,-12.0952512,3,0,6,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-14-23.pdf","45026","Nigeria",9.0067583,3.3761732,0,1,66,2,3.03030303030303
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-14-23.pdf","45026","Ghana",7.9016162,-3.6732021,1,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-14-23.pdf","45026","Central African Republic",6.6033895,15.6350802,12,1,12,1,8.33333333333333
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-15-23.pdf","45039","Central African Republic",6.6033895,15.6350802,0,0,12,1,8.33333333333333
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-15-23.pdf","45039","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,98,23,23.469387755102
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-15-23.pdf","45039","Ghana",7.9016162,-3.6732021,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-15-23.pdf","45039","Liberia",6.4095506,-12.0952512,0,0,6,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-15-23.pdf","45039","Nigeria",9.0067583,3.3761732,4,0,70,2,2.85714285714286
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-17-23.pdf","45051","Central African Republic",6.6033895,15.6350802,0,0,12,1,8.33333333333333
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-17-23.pdf","45051","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,98,23,23.469387755102
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-17-23.pdf","45051","Ghana",7.9016162,-3.6732021,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-17-23.pdf","45051","Liberia",6.4095506,-12.0952512,0,0,6,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-17-23.pdf","45051","Nigeria",9.0067583,3.3761732,2,0,72,2,2.77777777777778
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-18-23.pdf","45059","Central African Republic",6.6033895,15.6350802,0,0,12,1,8.33333333333333
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-18-23.pdf","45059","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,98,23,23.469387755102
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-18-23.pdf","45059","Ghana",7.9016162,-3.6732021,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-18-23.pdf","45059","Liberia",6.4095506,-12.0952512,1,0,7,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-18-23.pdf","45059","Nigeria",9.0067583,3.3761732,0,0,72,2,2.77777777777778
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-19-23.pdf","45066","Central African Republic",6.6033895,15.6350802,2,0,14,1,7.14285714285714
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-19-23.pdf","45066","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,98,23,23.469387755102
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-19-23.pdf","45066","Ghana",7.9016162,-3.6732021,1,0,9,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-19-23.pdf","45066","Liberia",6.4095506,-12.0952512,0,0,7,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-19-23.pdf","45066","Nigeria",9.0067583,3.3761732,2,0,74,2,2.7027027027027
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-23-23.pdf","45095","Central African Republic",6.6033895,15.6350802,0,0,14,1,7.14285714285714
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-23-23.pdf","45095","Democratic Republic of the Congo",-3.9416119,11.0375552,4291,220,4389,243,5.53656869446343
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-23-23.pdf","45095","Ghana",7.9016162,-3.6732021,2,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-23-23.pdf","45095","Liberia",6.4095506,-12.0952512,1,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-23-23.pdf","45095","Nigeria",9.0067583,3.3761732,5,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-25-23.pdf","45122","Cameroon",7.3493756,6.9924753,23,1,23,1,4.34782608695652
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-25-23.pdf","45122","Central African Republic",6.6033895,15.6350802,0,0,14,1,7.14285714285714
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-25-23.pdf","45122","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,4389,243,5.53656869446343
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-25-23.pdf","45122","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-25-23.pdf","45122","Liberia",6.4095506,-12.0952512,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-25-23.pdf","45122","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-27-23.pdf","45137","Cameroon",7.3493756,6.9924753,0,0,23,1,4.34782608695652
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-27-23.pdf","45137","Central African Republic",6.6033895,15.6350802,0,0,14,1,7.14285714285714
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-27-23.pdf","45137","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,4389,243,5.53656869446343
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-27-23.pdf","45137","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-27-23.pdf","45137","Liberia",6.4095506,-12.0952512,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-27-23.pdf","45137","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-37-23.pdf","2023-09-04 / 2023-09-10","Cameroon",7.3493756,6.9924753,100,0,123,1,0.813008130081301
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-37-23.pdf","2023-09-04 / 2023-09-10","Central African Republic",6.6033895,15.6350802,0,0,14,1,7.14285714285714
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-37-23.pdf","2023-09-04 / 2023-09-10","Congo Republic",-0.6803051,9.5823803,7,0,7,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-37-23.pdf","2023-09-04 / 2023-09-10","Democratic Republic of the Congo",-3.9416119,11.0375552,2335,141,6724,384,5.71088637715645
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-37-23.pdf","2023-09-04 / 2023-09-10","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-37-23.pdf","2023-09-04 / 2023-09-10","Liberia",6.4095506,-12.0952512,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-37-23.pdf","2023-09-04 / 2023-09-10","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-42-23.pdf","45212","Cameroon",7.3493756,6.9924753,-100,-1,23,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-42-23.pdf","45212","Central African Republic",6.6033895,15.6350802,53,1,67,2,2.98507462686567
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-42-23.pdf","45212","Congo Republic",-0.6803051,9.5823803,11,2,18,2,11.1111111111111
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-42-23.pdf","45212","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,6724,384,5.71088637715645
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-42-23.pdf","45212","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-42-23.pdf","45212","Liberia",6.4095506,-12.0952512,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-42-23.pdf","45212","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-43-23.pdf","45221","Cameroon",7.3493756,6.9924753,0,0,23,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-43-23.pdf","45221","Central African Republic",6.6033895,15.6350802,0,0,67,2,2.98507462686567
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-43-23.pdf","45221","Congo Republic",-0.6803051,9.5823803,0,0,18,2,11.1111111111111
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-43-23.pdf","45221","Democratic Republic of the Congo",-3.9416119,11.0375552,-6127,166,597,550,92.1273031825796
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-43-23.pdf","45221","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-43-23.pdf","45221","Liberia",6.4095506,-12.0952512,0,0,8,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-43-23.pdf","45221","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-45-23.pdf","45236","Cameroon",7.3493756,6.9924753,112,0,135,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-45-23.pdf","45236","Central African Republic",6.6033895,15.6350802,0,0,67,2,2.98507462686567
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-45-23.pdf","45236","Congo Republic",-0.6803051,9.5823803,57,0,75,2,2.66666666666667
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-45-23.pdf","45236","Democratic Republic of the Congo",-3.9416119,11.0375552,10028,0,10625,550,5.17647058823529
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-45-23.pdf","45236","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-45-23.pdf","45236","Liberia",6.4095506,-12.0952512,1,0,9,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-45-23.pdf","45236","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-47-23.pdf","45248","Cameroon",7.3493756,6.9924753,2,1,137,1,0.72992700729927
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-47-23.pdf","45248","Central African Republic",6.6033895,15.6350802,0,0,67,2,2.98507462686567
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-47-23.pdf","45248","Congo Republic",-0.6803051,9.5823803,15,0,90,2,2.22222222222222
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-47-23.pdf","45248","Democratic Republic of the Congo",-3.9416119,11.0375552,0,0,10625,550,5.17647058823529
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-47-23.pdf","45248","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-47-23.pdf","45248","Liberia",6.4095506,-12.0952512,0,0,9,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-47-23.pdf","45248","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-53-23.pdf","45284","Cameroon",7.3493756,6.9924753,3,0,140,1,0.714285714285714
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-53-23.pdf","45284","Central African Republic",6.6033895,15.6350802,0,0,67,2,2.98507462686567
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-53-23.pdf","45284","Congo Republic",-0.6803051,9.5823803,5,0,95,2,2.10526315789474
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-53-23.pdf","45284","Democratic Republic of the Congo",-3.9416119,11.0375552,3575,165,14200,715,5.03521126760563
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-53-23.pdf","45284","Ghana",7.9016162,-3.6732021,0,0,11,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-53-23.pdf","45284","Liberia",6.4095506,-12.0952512,0,0,9,0,0
"https://github.com/fbranda/disease-atlas-africa/blob/main/bulletins/2023/Africa-CDC-53-23.pdf","45284","Nigeria",9.0067583,3.3761732,0,0,79,2,2.53164556962025
